,구,URL_ID,카페명,평점,리뷰개수,주소,행정동,영업시간,전화번호,홈페이지주소,태그,메뉴,대표사진주소,Unnamed: 12
20,강서구,94707509,하롱하롱,3.0,48건,서울 강서구 마곡서로 152,강서구 가양1동,"영업시간&월~금 10:00 ~ 22:00&토,일 11:00 ~ 21:00",,,#카페 #노키즈존 #빈티지분위기 #플라워카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,300&메뉴 이름: 카페라떼 가격: 4,800&메뉴 이름: 바이올렛 (ICE) 가격: 6,500&메뉴 이름: 만년설 (ICE) 가격: 6,000&메뉴 이름: 플라밍고 (ICE) 가격: 6,000",,
21,강서구,26997475,더플롯커피,4.2,26건,서울 강서구 공항대로45길 7,강서구 등촌1동,"영업시간&월~금 09:30 ~ 24:00&토,일 10:00 ~ 24:00",070-8840-1884,,#커피전문점 #갤러리카페 #로스팅전문 #핸드드립전문점 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FCC9982C4F52D48369DCC7C88F9B767AD,
22,강서구,1660750406,쉐드커피,4.1,19건,서울 강서구 마곡중앙6로 16 마곡지엠지타워 1층 114호,강서구 가양1동,영업시간&월~금 07:30 ~ 21:00&토 11:00 ~ 21:00&일 12:00 ~ 21:00,,www.instagram.com/shed_coffee,#디저트카페 #감성카페 #디저트카페,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F5E1EFB9118E34872AA7232C978DF0073,
23,강서구,26617152,스타벅스 화곡동점,3.2,22건,서울 강서구 화곡로 142,강서구 화곡1동,"영업시간&수~토 07:30 ~ 22:00&월,화 07:30 ~ 20:00&일 08:00 ~ 22:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFA7FDA0D6DB54A22ADCBD2C6042612D5,
24,강서구,20046342,스타벅스 까치산역점,2.8,24건,서울 강서구 강서로13길 3,강서구 화곡1동,"영업시간&월~금 07:30 ~ 22:00&토,일 08:30 ~ 22:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8E98022FC72941D4A836D6382AF65F18,
25,강서구,23325994,스타벅스 발산역,3.4,17건,서울 강서구 강서로 388 1층,강서구 등촌3동,"영업시간&월~금 07:30 ~ 21:00&토,일 08:30 ~ 21:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",,
26,강서구,1371420528,빌리엔젤 마곡점,3.0,8건,서울 강서구 마곡동로 62 107호,강서구 가양1동,"영업시간&월~금 08:00 ~ 23:00&토,일 09:00 ~ 22:00",02-3663-6864,www.billyangel.co.kr,#디저트카페 ,"메뉴 이름: 아메리카노(HOT) 가격: 4,600&메뉴 이름: 카페라떼(HOT) 가격: 5,100&메뉴 이름: 바닐라라떼(HOT) 가격: 5,600&메뉴 이름: 카라멜마끼야또(HOT) 가격: 5,600&메뉴 이름: 카푸치노 가격: 5,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F99EE33D8F0AB447780F716E12D36C801,
27,강서구,2021829896,벌툰 마곡발산점,5.0,7건,"서울 강서구 공항대로 247 퀸즈파크나인 A동 401, 402호",강서구 가양1동,영업시간&매일 10:00 ~ 23:00,02-6738-1105,www.beoltoon.co.kr,#만화카페 #데이트코스 #만화카페 #보드게임카페 #실내데이트 #제로페이,"메뉴 이름: 1시간 가격: 3,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1320066040,
28,강서구,1143075069,스타벅스 마곡역,4.7,13건,서울 강서구 공항대로 168 101~105호,강서구 발산1동,영업시간&월~금 07:00 ~ 21:00&토 07:00 ~ 20:00&일 08:00 ~ 20:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FEAF257058E4442E9ADCCB92E7009DB63,
29,강서구,17066752,카카오독애견카페 목동점,3.0,4건,서울 강서구 곰달래로60길 33,강서구 화곡4동,영업시간&매일 13:00 ~ 22:00&공휴일&13:00 ~ 22:00&(공휴일 화요일인경우 정상운영)&휴무일&화요일,02-2652-6727,blog.naver.com/biber7770,#애견카페 #데이트코스 #카카오페이 #제로페이,"메뉴 이름: 아메리카노 가격: 7,000&메뉴 이름: 카독다방커피 가격: 8,000&메뉴 이름: 유자차 가격: 9,000&메뉴 이름: 아이스티 가격: 8,000&메뉴 이름: 아이스초코 가격: 8,000",,
30,강서구,2053852189,빌리엔젤 마곡역점,3.9,8건,서울 강서구 마곡중앙로 56,강서구 발산1동,"영업시간&월~금 08:00 ~ 22:30&토,일 09:00 ~ 22:30",02-2664-3230,,#카페 ,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F32578A24223741FB8C2234E8A0660096,
